Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Status
omega-globemaster-constellation-stahl-gold-p387,Omega Globemaster Constellation Stahl / Gold,"<p>Hier präsentieren wir die Omega Globemaster Constellation 39 mm in Stahl / Gold. Diese Globemaster hatte im Sommer 2024 einen Service bei Omega gehabt. Der Vorbesitzer hat leider die Garantiekarte & Servicepapiere verloren, jedoch haben wir davon jeweils die Fotos. Unsere Bilder sind unbearbeitet und zeigen jedes Detail — mehr, als das bloße Auge wahrnimmt.</p><table><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Referenz</th><td>130.23.39.21.03.001</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Baujahr</th><td>2018</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Durchmesser</th><td>39 mm</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Gehäuse</th><td>Stahl / Gold</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Zifferblatt</th><td>Blau</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Band</th><td>Leder</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Werk</th><td>Automatik (Omega Manufakturkaliber)</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Lieferumfang</th><td>Papiere, Garantiekarte, Box</td></tr></table><p>Jede Uhr wird vor dem Verkauf geprüft. 12 Monate Garantie auf das Werk, 14 Tage Rückgaberecht, weltweiter versicherter Versand oder persönliche Übergabe in unserem Showroom in Frankfurt.</p>",Omega,Armbanduhr,"Omega, 130.23.39.21.03.001, 2018",TRUE,Titel,Einzelstück,MG-GLB-CNS-130,shopify,1,deny,manual,5650,TRUE,TRUE,https://hahn-vo-df1c.vercel.app/assets/products/p387/0.jpg,1,Omega Globemaster Constellation Stahl / Gold,active
omega-globemaster-constellation-stahl-gold-p387,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p387/1.jpg,2,Omega Globemaster Constellation Stahl / Gold,
omega-globemaster-constellation-stahl-gold-p387,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p387/2.jpg,3,Omega Globemaster Constellation Stahl / Gold,
omega-globemaster-constellation-stahl-gold-p387,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p387/3.jpg,4,Omega Globemaster Constellation Stahl / Gold,
omega-globemaster-constellation-stahl-gold-p387,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p387/4.jpg,5,Omega Globemaster Constellation Stahl / Gold,
omega-globemaster-constellation-stahl-gold-p387,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p387/5.jpg,6,Omega Globemaster Constellation Stahl / Gold,
jaeger-lecoultre-reverso-classic-handaufzug-p446,Jaeger-LeCoultre Reverso Classic Handaufzug,"<p>Hier präsentieren wir die Jaeger Le Coultre Reverso aus dem Jahr 2019 im Full Set. Unsere Bilder sind unbearbeitet und zeigen jedes Detail — mehr, als das bloße Auge wahrnimmt.</p><table><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Baujahr</th><td>2019</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Durchmesser</th><td>40.1 mm</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Gehäuse</th><td>Edelstahl</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Zifferblatt</th><td>Silber</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Band</th><td>Leder</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Lieferumfang</th><td>Full Set, Papiere, Box</td></tr></table><p>Jede Uhr wird vor dem Verkauf geprüft. 12 Monate Garantie auf das Werk, 14 Tage Rückgaberecht, weltweiter versicherter Versand oder persönliche Übergabe in unserem Showroom in Frankfurt.</p>",Jaeger-LeCoultre,Armbanduhr,"Jaeger-LeCoultre, 2019, Full Set",TRUE,Titel,Einzelstück,JGR-LE-CLT-RVR,shopify,1,deny,manual,6290,TRUE,TRUE,https://hahn-vo-df1c.vercel.app/assets/products/p446/0.jpg,1,Jaeger-LeCoultre Reverso Classic Handaufzug,active
jaeger-lecoultre-reverso-classic-handaufzug-p446,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p446/1.jpg,2,Jaeger-LeCoultre Reverso Classic Handaufzug,
jaeger-lecoultre-reverso-classic-handaufzug-p446,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p446/2.jpg,3,Jaeger-LeCoultre Reverso Classic Handaufzug,
jaeger-lecoultre-reverso-classic-handaufzug-p446,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p446/3.jpg,4,Jaeger-LeCoultre Reverso Classic Handaufzug,
jaeger-lecoultre-reverso-classic-handaufzug-p446,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p446/4.jpg,5,Jaeger-LeCoultre Reverso Classic Handaufzug,
jaeger-lecoultre-reverso-classic-handaufzug-p446,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p446/5.jpg,6,Jaeger-LeCoultre Reverso Classic Handaufzug,
rolex-datejust-36-perlmutt-diamant-zifferblatt-p449,Rolex Datejust 36 Perlmutt-Diamant-Zifferblatt,"<p>Hier präsentieren wir die Rolex Datejust 36 aus dem Jahr 1983 mit Originalbox. Unsere Bilder sind unbearbeitet und zeigen jedes Detail — mehr, als das bloße Auge wahrnimmt.</p><table><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Referenz</th><td>16014</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Baujahr</th><td>1983</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Durchmesser</th><td>36 mm</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Gehäuse</th><td>Edelstahl</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Zifferblatt</th><td>MOP Diamond Dial (aftermarket)</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Band</th><td>Edelstahl</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Lieferumfang</th><td>Box</td></tr></table><p>Jede Uhr wird vor dem Verkauf geprüft. 12 Monate Garantie auf das Werk, 14 Tage Rückgaberecht, weltweiter versicherter Versand oder persönliche Übergabe in unserem Showroom in Frankfurt.</p>",Rolex,Armbanduhr,"Rolex, 16014, 1983",TRUE,Titel,Einzelstück,RLX-DTJ-36-MOP,shopify,1,deny,manual,5490,TRUE,TRUE,https://hahn-vo-df1c.vercel.app/assets/products/p449/0.jpg,1,Rolex Datejust 36 Perlmutt-Diamant-Zifferblatt,active
rolex-datejust-36-perlmutt-diamant-zifferblatt-p449,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p449/1.jpg,2,Rolex Datejust 36 Perlmutt-Diamant-Zifferblatt,
rolex-datejust-36-perlmutt-diamant-zifferblatt-p449,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p449/2.jpg,3,Rolex Datejust 36 Perlmutt-Diamant-Zifferblatt,
rolex-datejust-36-perlmutt-diamant-zifferblatt-p449,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p449/3.jpg,4,Rolex Datejust 36 Perlmutt-Diamant-Zifferblatt,
rolex-datejust-36-perlmutt-diamant-zifferblatt-p449,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p449/4.jpg,5,Rolex Datejust 36 Perlmutt-Diamant-Zifferblatt,
rolex-datejust-36-perlmutt-diamant-zifferblatt-p449,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p449/5.jpg,6,Rolex Datejust 36 Perlmutt-Diamant-Zifferblatt,
nomos-ludwig-handaufzug-34-mm-p434,Nomos Ludwig Handaufzug 34 mm,"<p>Hier präsentieren wir die Nomos Luwdwig aus dem Jahr 2011 im Full Set. Unsere Bilder sind unbearbeitet und zeigen jedes Detail — mehr, als das bloße Auge wahrnimmt.</p><table><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Referenz</th><td>205</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Baujahr</th><td>2011</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Durchmesser</th><td>34 mm</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Gehäuse</th><td>Edelstahl</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Zifferblatt</th><td>Weiß</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Band</th><td>Leder (stark gebraucht)</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Lieferumfang</th><td>Full Set, Papiere, Box</td></tr></table><p>Jede Uhr wird vor dem Verkauf geprüft. 12 Monate Garantie auf das Werk, 14 Tage Rückgaberecht, weltweiter versicherter Versand oder persönliche Übergabe in unserem Showroom in Frankfurt.</p>",Nomos,Armbanduhr,"Nomos, 205, 2011, Full Set",TRUE,Titel,Einzelstück,NMS-LDW-34M-205,shopify,1,deny,manual,1190,TRUE,TRUE,https://hahn-vo-df1c.vercel.app/assets/products/p434/0.jpg,1,Nomos Ludwig Handaufzug 34 mm,active
nomos-ludwig-handaufzug-34-mm-p434,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p434/1.jpg,2,Nomos Ludwig Handaufzug 34 mm,
nomos-ludwig-handaufzug-34-mm-p434,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p434/2.jpg,3,Nomos Ludwig Handaufzug 34 mm,
nomos-ludwig-handaufzug-34-mm-p434,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p434/3.jpg,4,Nomos Ludwig Handaufzug 34 mm,
nomos-ludwig-handaufzug-34-mm-p434,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p434/4.jpg,5,Nomos Ludwig Handaufzug 34 mm,
nomos-ludwig-handaufzug-34-mm-p434,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p434/5.jpg,6,Nomos Ludwig Handaufzug 34 mm,
rolex-datejust-41-weissgold-luenette-jubilee-p444,Rolex Datejust 41 Weißgold-Lünette Jubilee,"<p>Hier präsentieren wir die Rolex Datejust 41 aus dem Jahr 2026 im Full Set. Unsere Bilder sind unbearbeitet und zeigen jedes Detail — mehr, als das bloße Auge wahrnimmt.</p><table><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Referenz</th><td>126334</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Baujahr</th><td>2026</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Durchmesser</th><td>41 mm</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Gehäuse</th><td>Edelstahl</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Zifferblatt</th><td>Schwarz</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Band</th><td>Edelstahl</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Lieferumfang</th><td>Full Set, Papiere, Box</td></tr></table><p>Jede Uhr wird vor dem Verkauf geprüft. 12 Monate Garantie auf das Werk, 14 Tage Rückgaberecht, weltweiter versicherter Versand oder persönliche Übergabe in unserem Showroom in Frankfurt.</p>",Rolex,Armbanduhr,"Rolex, 126334, 2026, Full Set",TRUE,Titel,Einzelstück,XN-RLX-DTJ-41,shopify,1,deny,manual,13990,TRUE,TRUE,https://hahn-vo-df1c.vercel.app/assets/products/p444/0.jpg,1,Rolex Datejust 41 Weißgold-Lünette Jubilee,active
rolex-datejust-41-weissgold-luenette-jubilee-p444,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p444/1.jpg,2,Rolex Datejust 41 Weißgold-Lünette Jubilee,
rolex-datejust-41-weissgold-luenette-jubilee-p444,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p444/2.jpg,3,Rolex Datejust 41 Weißgold-Lünette Jubilee,
rolex-datejust-41-weissgold-luenette-jubilee-p444,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p444/3.jpg,4,Rolex Datejust 41 Weißgold-Lünette Jubilee,
rolex-datejust-41-weissgold-luenette-jubilee-p444,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p444/4.jpg,5,Rolex Datejust 41 Weißgold-Lünette Jubilee,
rolex-datejust-41-weissgold-luenette-jubilee-p444,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p444/5.jpg,6,Rolex Datejust 41 Weißgold-Lünette Jubilee,
omega-seamaster-vintage-36-mm-blau-p443,"Omega Seamaster Vintage 36 mm, blau","<p>Hier präsentieren wir die Omega Seamaster Vintage. Unsere Bilder sind unbearbeitet und zeigen jedes Detail — mehr, als das bloße Auge wahrnimmt.</p><table><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Referenz</th><td>2501.81</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Durchmesser</th><td>36 mm</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Gehäuse</th><td>Edelstahl</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Zifferblatt</th><td>Blau</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Band</th><td>Edelstahl</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Werk</th><td>Automatik 12</td></tr></table><p>Jede Uhr wird vor dem Verkauf geprüft. 12 Monate Garantie auf das Werk, 14 Tage Rückgaberecht, weltweiter versicherter Versand oder persönliche Übergabe in unserem Showroom in Frankfurt.</p>",Omega,Armbanduhr,"Omega, 2501.81",TRUE,Titel,Einzelstück,MG-SMS-VNT-BL,shopify,1,deny,manual,1590,TRUE,TRUE,https://hahn-vo-df1c.vercel.app/assets/products/p443/0.jpg,1,"Omega Seamaster Vintage 36 mm, blau",active
omega-seamaster-vintage-36-mm-blau-p443,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p443/1.jpg,2,"Omega Seamaster Vintage 36 mm, blau",
omega-seamaster-vintage-36-mm-blau-p443,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p443/2.jpg,3,"Omega Seamaster Vintage 36 mm, blau",
omega-seamaster-vintage-36-mm-blau-p443,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p443/3.jpg,4,"Omega Seamaster Vintage 36 mm, blau",
omega-seamaster-vintage-36-mm-blau-p443,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p443/4.jpg,5,"Omega Seamaster Vintage 36 mm, blau",
omega-seamaster-vintage-36-mm-blau-p443,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p443/5.jpg,6,"Omega Seamaster Vintage 36 mm, blau",
longines-saint-imier-chronograph-41-mm-p441,Longines Saint-Imier Chronograph 41 mm,"<p>Hier präsentieren wir die Rolex Longines Saint-Imier Chronograph. Unsere Bilder sind unbearbeitet und zeigen jedes Detail — mehr, als das bloße Auge wahrnimmt.</p><table><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Referenz</th><td>L2.752.4.72.6</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Durchmesser</th><td>41 mm</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Gehäuse</th><td>Edelstahl</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Zifferblatt</th><td>Weiß</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Band</th><td>Edelstahl</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Werk</th><td>Automatik 12</td></tr></table><p>Jede Uhr wird vor dem Verkauf geprüft. 12 Monate Garantie auf das Werk, 14 Tage Rückgaberecht, weltweiter versicherter Versand oder persönliche Übergabe in unserem Showroom in Frankfurt.</p>",Longines,Armbanduhr,"Longines, L2.752.4.72.6",TRUE,Titel,Einzelstück,LNG-SNT-MR-CHR,shopify,1,deny,manual,1850,TRUE,TRUE,https://hahn-vo-df1c.vercel.app/assets/products/p441/0.jpg,1,Longines Saint-Imier Chronograph 41 mm,active
longines-saint-imier-chronograph-41-mm-p441,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p441/1.jpg,2,Longines Saint-Imier Chronograph 41 mm,
longines-saint-imier-chronograph-41-mm-p441,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p441/2.jpg,3,Longines Saint-Imier Chronograph 41 mm,
longines-saint-imier-chronograph-41-mm-p441,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p441/3.jpg,4,Longines Saint-Imier Chronograph 41 mm,
longines-saint-imier-chronograph-41-mm-p441,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p441/4.jpg,5,Longines Saint-Imier Chronograph 41 mm,
longines-saint-imier-chronograph-41-mm-p441,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p441/5.jpg,6,Longines Saint-Imier Chronograph 41 mm,
cartier-cl-de-cartier-p439,Cartier Clé de Cartier,"<p>Hier präsentieren wir die Cartier Cle de Cartier aus dem Jahr 2017 im Full Set. Unsere Bilder sind unbearbeitet und zeigen jedes Detail — mehr, als das bloße Auge wahrnimmt.</p><table><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Referenz</th><td>WSCL0006</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Baujahr</th><td>2017</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Durchmesser</th><td>35 mm</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Gehäuse</th><td>Edelstahl</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Zifferblatt</th><td>Weiß römisch</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Band</th><td>Edelstahl</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Lieferumfang</th><td>Full Set, Papiere, Box</td></tr></table><p>Jede Uhr wird vor dem Verkauf geprüft. 12 Monate Garantie auf das Werk, 14 Tage Rückgaberecht, weltweiter versicherter Versand oder persönliche Übergabe in unserem Showroom in Frankfurt.</p>",Cartier,Armbanduhr,"Cartier, WSCL0006, 2017, Full Set",TRUE,Titel,Einzelstück,CRT-CLE-DE-CRT,shopify,1,deny,manual,3850,TRUE,TRUE,https://hahn-vo-df1c.vercel.app/assets/products/p439/0.jpg,1,Cartier Clé de Cartier,active
cartier-cl-de-cartier-p439,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p439/1.jpg,2,Cartier Clé de Cartier,
cartier-cl-de-cartier-p439,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p439/2.jpg,3,Cartier Clé de Cartier,
cartier-cl-de-cartier-p439,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p439/3.jpg,4,Cartier Clé de Cartier,
cartier-cl-de-cartier-p439,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p439/4.jpg,5,Cartier Clé de Cartier,
cartier-cl-de-cartier-p439,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p439/5.jpg,6,Cartier Clé de Cartier,
breitling-superocean-h-ritage-p438,Breitling Superocean Héritage,"<p>Hier präsentieren wir die Breitling Superocean Heritage aus dem Jahr 2016 im Full Set. Unsere Bilder sind unbearbeitet und zeigen jedes Detail — mehr, als das bloße Auge wahrnimmt.</p><table><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Referenz</th><td>A1732024/B868</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Baujahr</th><td>2016</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Durchmesser</th><td>46 mm</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Gehäuse</th><td>Edelstahl</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Zifferblatt</th><td>Schwarz</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Band</th><td>Edelstahl</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Lieferumfang</th><td>Full Set, Papiere, Box</td></tr></table><p>Jede Uhr wird vor dem Verkauf geprüft. 12 Monate Garantie auf das Werk, 14 Tage Rückgaberecht, weltweiter versicherter Versand oder persönliche Übergabe in unserem Showroom in Frankfurt.</p>",Breitling,Armbanduhr,"Breitling, A1732024/B868, 2016, Full Set",TRUE,Titel,Einzelstück,BRT-SPR-HRT-173,shopify,1,deny,manual,3190,TRUE,TRUE,https://hahn-vo-df1c.vercel.app/assets/products/p438/0.jpg,1,Breitling Superocean Héritage,active
breitling-superocean-h-ritage-p438,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p438/1.jpg,2,Breitling Superocean Héritage,
breitling-superocean-h-ritage-p438,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p438/2.jpg,3,Breitling Superocean Héritage,
breitling-superocean-h-ritage-p438,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p438/3.jpg,4,Breitling Superocean Héritage,
breitling-superocean-h-ritage-p438,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p438/4.jpg,5,Breitling Superocean Héritage,
breitling-superocean-h-ritage-p438,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p438/5.jpg,6,Breitling Superocean Héritage,
rolex-oyster-perpetual-34-med-blue-p435,Rolex Oyster Perpetual 34 „Med Blue“,"<p>Hier präsentieren wir die Rolex Oyster Perpetual 34 aus dem Jahr 2026 im Full Set. Unsere Bilder sind unbearbeitet und zeigen jedes Detail — mehr, als das bloße Auge wahrnimmt.</p><table><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Referenz</th><td>124200</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Baujahr</th><td>2026</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Durchmesser</th><td>34 mm</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Gehäuse</th><td>Edelstahl 904L</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Zifferblatt</th><td>Med Blue</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Band</th><td>Edelstahl 904L</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Lieferumfang</th><td>Full Set, Papiere, Box</td></tr></table><p>Jede Uhr wird vor dem Verkauf geprüft. 12 Monate Garantie auf das Werk, 14 Tage Rückgaberecht, weltweiter versicherter Versand oder persönliche Übergabe in unserem Showroom in Frankfurt.</p>",Rolex,Armbanduhr,"Rolex, 124200, 2026, Full Set",TRUE,Titel,Einzelstück,RLX-YST-PRP-34,shopify,1,deny,manual,7490,TRUE,TRUE,https://hahn-vo-df1c.vercel.app/assets/products/p435/0.jpg,1,Rolex Oyster Perpetual 34 „Med Blue“,active
rolex-oyster-perpetual-34-med-blue-p435,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p435/1.jpg,2,Rolex Oyster Perpetual 34 „Med Blue“,
rolex-oyster-perpetual-34-med-blue-p435,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p435/2.jpg,3,Rolex Oyster Perpetual 34 „Med Blue“,
rolex-oyster-perpetual-34-med-blue-p435,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p435/3.jpg,4,Rolex Oyster Perpetual 34 „Med Blue“,
rolex-oyster-perpetual-34-med-blue-p435,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p435/4.jpg,5,Rolex Oyster Perpetual 34 „Med Blue“,
rolex-oyster-perpetual-34-med-blue-p435,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p435/5.jpg,6,Rolex Oyster Perpetual 34 „Med Blue“,
tudor-royal-34-mm-p427,Tudor Royal 34 mm,"<p>Hier präsentieren wir die Tudor Royal 34 aus dem Jahr 2021 im Full Set. Unsere Bilder sind unbearbeitet und zeigen jedes Detail — mehr, als das bloße Auge wahrnimmt.</p><table><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Referenz</th><td>28400</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Baujahr</th><td>2021</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Durchmesser</th><td>34 mm</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Gehäuse</th><td>Edelstahl</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Zifferblatt</th><td>Blau</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Band</th><td>Edelstahl</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Lieferumfang</th><td>Full Set, Papiere, Box</td></tr></table><p>Jede Uhr wird vor dem Verkauf geprüft. 12 Monate Garantie auf das Werk, 14 Tage Rückgaberecht, weltweiter versicherter Versand oder persönliche Übergabe in unserem Showroom in Frankfurt.</p>",Tudor,Armbanduhr,"Tudor, 28400, 2021, Full Set",TRUE,Titel,Einzelstück,TDR-RYL-34-MM,shopify,1,deny,manual,1890,TRUE,TRUE,https://hahn-vo-df1c.vercel.app/assets/products/p427/0.jpg,1,Tudor Royal 34 mm,active
tudor-royal-34-mm-p427,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p427/1.jpg,2,Tudor Royal 34 mm,
tudor-royal-34-mm-p427,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p427/2.jpg,3,Tudor Royal 34 mm,
tudor-royal-34-mm-p427,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p427/3.jpg,4,Tudor Royal 34 mm,
tudor-royal-34-mm-p427,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p427/4.jpg,5,Tudor Royal 34 mm,
tudor-royal-34-mm-p427,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p427/5.jpg,6,Tudor Royal 34 mm,
